P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
82972,red dodger cyan floral spring,Manufacturer#1,Brand#14,MEDIUM BRUSHED COPPER,9,LG JAR,1954.97," even accounts cajole "
82973,blush linen midnight cornflower tan,Manufacturer#5,Brand#53,LARGE BURNISHED BRASS,41,JUMBO CAN,1955.97,ns. dependencies wak
82974,mint tan steel red white,Manufacturer#1,Brand#14,LARGE BURNISHED BRASS,40,JUMBO BOX,1956.97,ackages hag
82975,dark powder royal floral deep,Manufacturer#1,Brand#15,ECONOMY POLISHED BRASS,24,JUMBO CAN,1957.97,yly. reg
82976,hot red olive thistle metallic,Manufacturer#5,Brand#51,STANDARD BURNISHED STEEL,1,JUMBO BAG,1958.97,onic packages snooze.
82977,plum forest blue purple cornflower,Manufacturer#2,Brand#24,SMALL BURNISHED NICKEL,11,LG PKG,1959.97,riously 
82978,cornflower yellow orange coral seashell,Manufacturer#3,Brand#34,STANDARD PLATED BRASS,30,LG DRUM,1960.97,uests.
82979,seashell antique aquamarine burnished thistle,Manufacturer#5,Brand#54,SMALL ANODIZED TIN,25,JUMBO PKG,1961.97,blithely express de
82980,pale tan chiffon royal firebrick,Manufacturer#5,Brand#52,MEDIUM PLATED COPPER,35,LG CAN,1962.98,"ent, final requests w"
82981,seashell deep plum light dark,Manufacturer#2,Brand#23,SMALL BURNISHED BRASS,35,WRAP PACK,1963.98,l accounts. c
82982,blue magenta dim ghost violet,Manufacturer#1,Brand#13,ECONOMY PLATED COPPER,16,SM BAG,1964.98,tions ca
82983,chiffon midnight sandy cornsilk yellow,Manufacturer#4,Brand#44,MEDIUM POLISHED TIN,20,JUMBO JAR,1965.98,ously regular deposits
82984,powder chocolate magenta floral smoke,Manufacturer#1,Brand#15,PROMO ANODIZED COPPER,44,LG CASE,1966.98,engage accordi
82985,violet mint lavender ivory metallic,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,28,SM PKG,1967.98,fully ironi
82986,seashell metallic sandy indian chocolate,Manufacturer#1,Brand#13,LARGE POLISHED BRASS,49,SM JAR,1968.98,he regu
82987,chiffon maroon ivory misty violet,Manufacturer#3,Brand#35,PROMO BURNISHED STEEL,2,SM BAG,1969.98,cajole furiousl
82988,navajo sandy linen gainsboro light,Manufacturer#5,Brand#55,MEDIUM POLISHED BRASS,21,JUMBO BOX,1970.98," unusual requests wak"
82989,cyan snow gainsboro thistle forest,Manufacturer#2,Brand#21,SMALL PLATED NICKEL,38,MED DRUM,1971.98," alongside of "
82990,firebrick pink beige ivory puff,Manufacturer#3,Brand#31,MEDIUM BURNISHED BRASS,37,MED CASE,1972.99,ructions haggle fu
82991,lime sienna saddle red almond,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,15,MED CASE,1973.99,regular requests.
82992,navy orchid frosted pale lawn,Manufacturer#5,Brand#55,SMALL PLATED STEEL,46,MED CAN,1974.99," theodo"
82993,mint rosy misty rose wheat,Manufacturer#2,Brand#23,SMALL BURNISHED STEEL,19,JUMBO CASE,1975.99,integrate slyly 
82994,spring medium seashell rose turquoise,Manufacturer#1,Brand#14,LARGE BURNISHED STEEL,12,SM CAN,1976.99,encies aft
82995,brown cornflower royal ivory lemon,Manufacturer#3,Brand#35,SMALL ANODIZED NICKEL,5,WRAP JAR,1977.99,y around the carefu
82996,linen olive seashell indian black,Manufacturer#3,Brand#32,PROMO BRUSHED BRASS,45,MED BOX,1978.99,ts. regular packages
82997,firebrick cornsilk orange dark chocolate,Manufacturer#1,Brand#12,LARGE ANODIZED TIN,46,JUMBO JAR,1979.99,ove the ideas. fu
82998,spring coral snow rose gainsboro,Manufacturer#3,Brand#34,MEDIUM BURNISHED TIN,40,LG BAG,1980.99,xcuses wake carefully
82999,tomato cornsilk honeydew slate deep,Manufacturer#5,Brand#52,MEDIUM ANODIZED NICKEL,23,WRAP PACK,1981.99," platelet"
83000,light sienna aquamarine chocolate misty,Manufacturer#2,Brand#21,MEDIUM POLISHED NICKEL,36,MED PACK,983.00,nt pa
83001,blush smoke bisque khaki chocolate,Manufacturer#4,Brand#45,SMALL POLISHED NICKEL,38,MED PKG,984.00,furiously unusual fox
83002,dark powder rose deep navy,Manufacturer#3,Brand#34,SMALL PLATED BRASS,2,JUMBO CAN,985.00," the decoys. furio"
83003,violet navajo dodger slate rosy,Manufacturer#1,Brand#14,SMALL BURNISHED COPPER,28,JUMBO BAG,986.00,onic excuses cajole 
83004,midnight cyan cream chiffon olive,Manufacturer#5,Brand#51,MEDIUM BURNISHED NICKEL,36,MED DRUM,987.00,fily regul
83005,smoke navajo powder sandy thistle,Manufacturer#3,Brand#35,ECONOMY ANODIZED BRASS,30,JUMBO BOX,988.00,lly regular pac
83006,forest firebrick peru peach burnished,Manufacturer#3,Brand#34,SMALL BURNISHED COPPER,21,WRAP CAN,989.00,side of th
83007,gainsboro honeydew smoke yellow green,Manufacturer#5,Brand#54,SMALL ANODIZED COPPER,41,WRAP BAG,990.00,after the packages.
83008,forest violet wheat goldenrod magenta,Manufacturer#2,Brand#23,STANDARD BRUSHED BRASS,36,WRAP BAG,991.00,aggle fluffi
83009,almond dark ghost turquoise deep,Manufacturer#2,Brand#25,PROMO PLATED TIN,6,LG BAG,992.00,final inst
83010,coral royal cyan spring papaya,Manufacturer#4,Brand#45,LARGE POLISHED COPPER,5,WRAP CASE,993.01,lites. fur
83011,sienna navajo drab rosy blush,Manufacturer#5,Brand#51,STANDARD PLATED TIN,15,MED JAR,994.01," decoys. ir"
83012,puff lawn thistle misty azure,Manufacturer#3,Brand#34,PROMO BURNISHED STEEL,39,WRAP PKG,995.01,express
83013,honeydew seashell thistle aquamarine royal,Manufacturer#4,Brand#43,ECONOMY ANODIZED TIN,47,WRAP BAG,996.01,slyly regula
83014,royal powder azure peru dim,Manufacturer#3,Brand#33,ECONOMY BRUSHED STEEL,37,JUMBO PACK,997.01," slyly ironic depe"
83015,green bisque firebrick red almond,Manufacturer#4,Brand#43,LARGE POLISHED COPPER,23,WRAP BAG,998.01,play furiously fluffi
83016,seashell forest sky frosted sienna,Manufacturer#4,Brand#42,MEDIUM POLISHED NICKEL,45,WRAP PKG,999.01,equests. slyly p
83017,purple light khaki red pink,Manufacturer#5,Brand#51,SMALL POLISHED STEEL,3,MED BOX,1000.01,ly above the sile
83018,peru azure cornsilk midnight saddle,Manufacturer#3,Brand#35,MEDIUM ANODIZED STEEL,47,SM BAG,1001.01,ccounts. ac
83019,saddle sandy smoke deep cream,Manufacturer#2,Brand#25,STANDARD BRUSHED NICKEL,2,JUMBO PKG,1002.01,e theo
83020,burnished slate brown puff light,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,29,SM JAR,1003.02,riously pending acc
83021,metallic magenta smoke yellow green,Manufacturer#5,Brand#52,MEDIUM ANODIZED TIN,50,SM DRUM,1004.02,uriously silent pi
83022,goldenrod sienna slate peru purple,Manufacturer#4,Brand#41,MEDIUM BRUSHED STEEL,49,LG DRUM,1005.02,". regular, regula"
83023,gainsboro sandy brown thistle green,Manufacturer#5,Brand#55,LARGE POLISHED BRASS,44,LG BOX,1006.02," even acco"
83024,brown peru moccasin maroon olive,Manufacturer#2,Brand#23,STANDARD PLATED STEEL,20,SM BOX,1007.02,accounts acro
83025,floral peach chocolate maroon red,Manufacturer#4,Brand#43,PROMO BURNISHED TIN,35,JUMBO PACK,1008.02,blithely. boldly p
83026,salmon turquoise lawn blanched almond,Manufacturer#1,Brand#15,PROMO ANODIZED STEEL,26,MED CASE,1009.02,en deposits. s
83027,blanched coral cream drab pink,Manufacturer#1,Brand#14,LARGE BURNISHED NICKEL,16,JUMBO BOX,1010.02,final
83028,sienna tomato pale beige blue,Manufacturer#1,Brand#14,PROMO BRUSHED BRASS,8,LG DRUM,1011.02,es integrate
83029,light mint snow cream rose,Manufacturer#3,Brand#34,LARGE PLATED STEEL,1,MED PKG,1012.02," the blit"
83030,saddle purple chocolate azure lime,Manufacturer#1,Brand#11,PROMO PLATED COPPER,14,WRAP BAG,1013.03,ely. even accounts wa
83031,medium navajo rosy red lemon,Manufacturer#4,Brand#41,PROMO BRUSHED STEEL,47,MED CAN,1014.03,e the unusual dependen
83032,azure bisque cornflower midnight royal,Manufacturer#3,Brand#35,LARGE POLISHED COPPER,20,SM DRUM,1015.03,y pending theodolit
83033,almond papaya blush sandy goldenrod,Manufacturer#5,Brand#52,LARGE BURNISHED COPPER,50,WRAP PKG,1016.03,ld ideas sleep wartho
83034,firebrick cornsilk frosted peru purple,Manufacturer#4,Brand#44,STANDARD BURNISHED NICKEL,42,MED PACK,1017.03,nos aga
83035,blanched purple pink almond dim,Manufacturer#2,Brand#22,STANDARD ANODIZED COPPER,20,SM PKG,1018.03,. bli
83036,plum medium steel puff tan,Manufacturer#2,Brand#24,PROMO PLATED COPPER,42,JUMBO BOX,1019.03,ites integrate sly
83037,chiffon khaki slate peru magenta,Manufacturer#1,Brand#15,LARGE BURNISHED COPPER,40,JUMBO CAN,1020.03,lly bol
83038,lace wheat frosted olive linen,Manufacturer#4,Brand#45,LARGE BRUSHED BRASS,47,JUMBO DRUM,1021.03," haggle. fluffily"
83039,turquoise red seashell mint papaya,Manufacturer#4,Brand#41,PROMO ANODIZED BRASS,38,SM BOX,1022.03,requests. requests
83040,antique saddle black light brown,Manufacturer#5,Brand#51,SMALL PLATED TIN,2,WRAP BAG,1023.04,y expre
83041,cream orange black dim lavender,Manufacturer#4,Brand#45,PROMO ANODIZED NICKEL,36,MED JAR,1024.04,refully 
83042,blue violet metallic pink forest,Manufacturer#5,Brand#51,LARGE BURNISHED STEEL,10,MED BOX,1025.04," dependencie"
83043,honeydew orchid light goldenrod seashell,Manufacturer#5,Brand#53,STANDARD POLISHED TIN,34,LG DRUM,1026.04,unts. regul
83044,burnished red gainsboro orchid linen,Manufacturer#4,Brand#45,ECONOMY BRUSHED TIN,30,LG DRUM,1027.04,nto beans are alway
83045,violet lemon aquamarine misty dim,Manufacturer#4,Brand#45,PROMO PLATED COPPER,15,LG BOX,1028.04,ests. enticingly 
83046,burnished frosted navy magenta pale,Manufacturer#3,Brand#32,MEDIUM BURNISHED COPPER,36,SM DRUM,1029.04,can integra
83047,turquoise azure tan salmon light,Manufacturer#5,Brand#54,STANDARD PLATED STEEL,9,MED DRUM,1030.04,packages sleep-- fur
83048,linen black moccasin peru tan,Manufacturer#5,Brand#51,SMALL BURNISHED TIN,5,SM BAG,1031.04,usly bold accounts. 
83049,lawn turquoise tan moccasin maroon,Manufacturer#2,Brand#22,PROMO ANODIZED TIN,34,JUMBO BOX,1032.04,ing packages. car
83050,lace spring yellow misty moccasin,Manufacturer#5,Brand#55,SMALL BURNISHED NICKEL,11,LG DRUM,1033.05,its. final packages 
83051,goldenrod green seashell linen hot,Manufacturer#4,Brand#41,SMALL POLISHED STEEL,34,JUMBO PACK,1034.05,blithe theodolites. ca
83052,deep peru wheat cyan dodger,Manufacturer#4,Brand#41,MEDIUM POLISHED NICKEL,49,MED PACK,1035.05,tes sleep quick
83053,deep peach metallic steel violet,Manufacturer#3,Brand#32,MEDIUM ANODIZED STEEL,9,SM PKG,1036.05,usly packages.
83054,snow blue forest moccasin orchid,Manufacturer#3,Brand#35,ECONOMY BURNISHED TIN,25,LG CAN,1037.05,ecial packages ar
83055,yellow dark plum thistle papaya,Manufacturer#4,Brand#42,SMALL BRUSHED TIN,1,WRAP BOX,1038.05,foxes cajole 
83056,misty orchid thistle rosy antique,Manufacturer#5,Brand#55,STANDARD BRUSHED TIN,12,JUMBO PKG,1039.05,. pac
83057,yellow floral sky wheat dim,Manufacturer#2,Brand#25,LARGE BURNISHED NICKEL,44,WRAP DRUM,1040.05,ully ironic foxes
83058,rosy tomato honeydew drab violet,Manufacturer#1,Brand#11,MEDIUM BURNISHED BRASS,15,MED CASE,1041.05,ideas. slyly 
83059,dodger slate pale midnight white,Manufacturer#1,Brand#14,LARGE ANODIZED BRASS,37,WRAP BAG,1042.05,"ironic, ironic platele"
83060,orange ghost burnished antique chiffon,Manufacturer#5,Brand#54,ECONOMY BRUSHED STEEL,24,SM DRUM,1043.06,"al, fina"
83061,cream floral navajo cornsilk azure,Manufacturer#5,Brand#54,PROMO POLISHED BRASS,19,WRAP BOX,1044.06," final deposits"
83062,coral dark red blue linen,Manufacturer#2,Brand#21,SMALL PLATED TIN,39,JUMBO PKG,1045.06,are carefully sl
83063,tan seashell hot magenta orange,Manufacturer#5,Brand#52,LARGE BRUSHED BRASS,43,JUMBO CASE,1046.06,"ns cajole. final, eve"
83064,cornflower honeydew burlywood tomato lime,Manufacturer#3,Brand#33,LARGE POLISHED BRASS,9,WRAP JAR,1047.06,ending asymptotes
83065,spring thistle drab white lawn,Manufacturer#1,Brand#15,STANDARD PLATED TIN,41,SM PKG,1048.06,among th
83066,powder smoke floral bisque honeydew,Manufacturer#4,Brand#41,PROMO BRUSHED COPPER,6,WRAP BAG,1049.06,s. slyly spe
83067,firebrick slate saddle chartreuse steel,Manufacturer#3,Brand#31,SMALL BRUSHED COPPER,31,SM CAN,1050.06,ckly slyly ironic 
83068,snow deep lime khaki drab,Manufacturer#2,Brand#22,STANDARD ANODIZED STEEL,34,JUMBO CASE,1051.06,ld have to wake a
83069,puff blush turquoise yellow steel,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,6,WRAP JAR,1052.06,oost spec
83070,beige navy lawn pale tan,Manufacturer#2,Brand#24,MEDIUM POLISHED COPPER,29,LG PACK,1053.07,ld foxes. 
83071,gainsboro bisque violet medium plum,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,49,MED JAR,1054.07," blith"
83072,hot blue puff spring coral,Manufacturer#4,Brand#45,PROMO BURNISHED NICKEL,17,LG CAN,1055.07,gular deposi
83073,midnight purple indian white light,Manufacturer#5,Brand#54,STANDARD PLATED NICKEL,23,SM PACK,1056.07,to beans. i
83074,burnished brown rosy snow peach,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,37,JUMBO PACK,1057.07,old packages. unu
83075,indian white lime sienna tan,Manufacturer#4,Brand#42,PROMO BURNISHED COPPER,13,SM PKG,1058.07,he furiously 
83076,steel medium blanched slate chartreuse,Manufacturer#3,Brand#35,PROMO PLATED BRASS,25,WRAP CASE,1059.07,foxes. blithel
83077,beige blue thistle ghost lime,Manufacturer#3,Brand#31,MEDIUM ANODIZED TIN,29,WRAP CASE,1060.07,s haggle. fin
83078,turquoise antique wheat seashell navajo,Manufacturer#3,Brand#33,MEDIUM BRUSHED STEEL,39,LG BAG,1061.07,otes along the 
83079,hot moccasin white burnished slate,Manufacturer#5,Brand#51,MEDIUM ANODIZED BRASS,8,WRAP BAG,1062.07," regular"
83080,gainsboro moccasin deep firebrick plum,Manufacturer#2,Brand#23,MEDIUM POLISHED NICKEL,42,MED JAR,1063.08,ions hagg
83081,midnight bisque sienna honeydew cornflower,Manufacturer#4,Brand#44,ECONOMY ANODIZED STEEL,31,LG JAR,1064.08,s. special asymptote
83082,burnished chartreuse antique goldenrod linen,Manufacturer#4,Brand#44,STANDARD PLATED STEEL,1,SM JAR,1065.08,en asymptotes
83083,orange gainsboro drab metallic orchid,Manufacturer#3,Brand#32,STANDARD PLATED COPPER,12,WRAP CASE,1066.08,ly ironic
83084,rose chartreuse sandy moccasin turquoise,Manufacturer#1,Brand#14,MEDIUM BRUSHED TIN,38,JUMBO CASE,1067.08,lyly ironic 
83085,magenta peach maroon midnight green,Manufacturer#3,Brand#33,LARGE ANODIZED TIN,36,SM CASE,1068.08,lly unusual depo
83086,coral turquoise wheat dim lace,Manufacturer#3,Brand#34,STANDARD POLISHED STEEL,50,WRAP PKG,1069.08,along the regular dugo
83087,powder lemon lace aquamarine burlywood,Manufacturer#2,Brand#24,PROMO PLATED COPPER,15,MED DRUM,1070.08,ing a
83088,maroon linen lemon snow firebrick,Manufacturer#4,Brand#43,LARGE BRUSHED BRASS,22,JUMBO CAN,1071.08,ught to bo
83089,violet sandy tomato plum pale,Manufacturer#4,Brand#42,PROMO PLATED NICKEL,48,SM CASE,1072.08,carefully bold 
83090,saddle goldenrod wheat turquoise khaki,Manufacturer#5,Brand#52,SMALL POLISHED STEEL,3,WRAP BOX,1073.09," ironic accoun"
83091,bisque peach white cornflower khaki,Manufacturer#2,Brand#21,STANDARD BURNISHED TIN,8,MED PACK,1074.09,dolite
83092,sienna spring cornflower rosy peru,Manufacturer#3,Brand#35,STANDARD POLISHED STEEL,11,LG CASE,1075.09,quests
83093,antique cyan mint aquamarine dim,Manufacturer#3,Brand#32,LARGE BRUSHED TIN,28,SM BOX,1076.09,sly unusual d
83094,orchid green ghost azure deep,Manufacturer#2,Brand#22,STANDARD BRUSHED COPPER,32,WRAP CASE,1077.09,hely alongside
83095,indian chocolate misty almond navy,Manufacturer#1,Brand#11,STANDARD BRUSHED STEEL,10,MED PACK,1078.09,cial foxes eat blith
83096,sienna rose forest midnight chartreuse,Manufacturer#1,Brand#15,ECONOMY BURNISHED NICKEL,3,MED PKG,1079.09,eans. pinto beans ha
83097,almond peru indian grey blush,Manufacturer#3,Brand#34,PROMO PLATED BRASS,42,MED JAR,1080.09,t slyly across the ev
83098,burnished lawn cream blanched green,Manufacturer#2,Brand#25,MEDIUM ANODIZED STEEL,8,WRAP JAR,1081.09,hely across t
83099,floral burnished chocolate purple cornsilk,Manufacturer#3,Brand#34,SMALL ANODIZED BRASS,33,SM BAG,1082.09,s are caref
83100,burnished navajo almond maroon olive,Manufacturer#3,Brand#35,MEDIUM POLISHED NICKEL,35,LG JAR,1083.10,r theodoli
83101,snow saddle lavender misty peach,Manufacturer#3,Brand#33,ECONOMY POLISHED NICKEL,5,SM BAG,1084.10,sly. furiously 
83102,linen frosted green indian olive,Manufacturer#4,Brand#45,SMALL PLATED COPPER,47,JUMBO JAR,1085.10,", regular br"
83103,tomato saddle pink wheat cyan,Manufacturer#1,Brand#14,SMALL ANODIZED BRASS,48,LG PKG,1086.10,efully slyly
83104,navy khaki black saddle maroon,Manufacturer#5,Brand#54,SMALL ANODIZED COPPER,33,SM DRUM,1087.10,fter the furiously e
83105,midnight lace puff white dodger,Manufacturer#1,Brand#15,ECONOMY PLATED NICKEL,22,WRAP BOX,1088.10,carefully sl
83106,dark goldenrod deep cornflower turquoise,Manufacturer#5,Brand#51,PROMO BRUSHED BRASS,1,LG DRUM,1089.10,e the quic
83107,dim peru firebrick burlywood floral,Manufacturer#1,Brand#11,LARGE BURNISHED BRASS,11,WRAP BAG,1090.10," packa"
83108,drab antique rosy azure spring,Manufacturer#4,Brand#41,SMALL ANODIZED NICKEL,34,SM PACK,1091.10,re furiously against 
83109,moccasin sky goldenrod indian black,Manufacturer#4,Brand#41,PROMO ANODIZED COPPER,14,WRAP PKG,1092.10,xes haggle carefully 
83110,violet lawn cyan magenta antique,Manufacturer#3,Brand#32,PROMO BURNISHED TIN,7,JUMBO PACK,1093.11,dle blithely. regula
83111,powder tomato puff red cornflower,Manufacturer#1,Brand#13,STANDARD BRUSHED TIN,30,WRAP CASE,1094.11,ckly furious de
83112,chocolate olive smoke azure sienna,Manufacturer#5,Brand#51,MEDIUM BRUSHED NICKEL,44,SM CAN,1095.11,ronic for
83113,navy powder snow goldenrod blush,Manufacturer#3,Brand#31,ECONOMY BRUSHED TIN,37,LG PACK,1096.11,across the careful
83114,turquoise yellow thistle coral peach,Manufacturer#5,Brand#52,ECONOMY PLATED COPPER,30,JUMBO BAG,1097.11,posits
83115,moccasin forest purple frosted sandy,Manufacturer#5,Brand#55,ECONOMY BRUSHED COPPER,12,JUMBO CAN,1098.11,ithely. quickly un
83116,steel smoke blue azure dim,Manufacturer#1,Brand#13,LARGE ANODIZED STEEL,29,WRAP BAG,1099.11,ainments
83117,rosy chiffon mint tan sky,Manufacturer#5,Brand#52,ECONOMY PLATED COPPER,24,MED JAR,1100.11,egular dep
83118,wheat ghost forest cornflower firebrick,Manufacturer#2,Brand#21,MEDIUM POLISHED BRASS,33,MED PACK,1101.11,ng foxes use about the
83119,orange papaya dodger indian cyan,Manufacturer#5,Brand#51,SMALL BRUSHED TIN,37,JUMBO PKG,1102.11,ter th
83120,hot brown sienna slate violet,Manufacturer#4,Brand#44,SMALL BRUSHED STEEL,29,LG CAN,1103.12,pecial deposits. un
83121,magenta puff brown lace purple,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,2,SM PACK,1104.12,ve the silent deposit
83122,black thistle blanched cornflower burlywood,Manufacturer#3,Brand#35,ECONOMY BURNISHED COPPER,8,WRAP BOX,1105.12,g accounts. accounts s
83123,ghost sandy burlywood lemon snow,Manufacturer#3,Brand#32,PROMO PLATED BRASS,24,MED CAN,1106.12,se carefu
83124,pale midnight ghost coral spring,Manufacturer#2,Brand#23,MEDIUM BURNISHED NICKEL,33,SM PACK,1107.12,ters. slyly daring p
83125,red chiffon plum midnight firebrick,Manufacturer#2,Brand#25,SMALL PLATED COPPER,13,JUMBO BOX,1108.12,onic pac
83126,moccasin spring blue navajo ghost,Manufacturer#1,Brand#15,ECONOMY ANODIZED TIN,32,LG PACK,1109.12," requ"
83127,lace coral spring slate tomato,Manufacturer#1,Brand#14,PROMO POLISHED NICKEL,24,JUMBO PKG,1110.12,ounts nod
83128,seashell puff wheat spring slate,Manufacturer#4,Brand#41,PROMO PLATED STEEL,14,MED PACK,1111.12," cajole against the "
83129,khaki aquamarine chocolate bisque spring,Manufacturer#2,Brand#24,LARGE BURNISHED COPPER,29,SM JAR,1112.12,fully final depo
83130,yellow linen orange chiffon floral,Manufacturer#1,Brand#13,MEDIUM ANODIZED TIN,35,SM JAR,1113.13,fully along the pend
83131,metallic antique grey blue steel,Manufacturer#5,Brand#52,MEDIUM BURNISHED STEEL,25,SM BOX,1114.13,ealms above 
83132,ghost tan magenta cornsilk burlywood,Manufacturer#5,Brand#51,SMALL BURNISHED COPPER,35,JUMBO PKG,1115.13," agains"
83133,cyan olive blue linen light,Manufacturer#3,Brand#35,SMALL BRUSHED NICKEL,19,MED CAN,1116.13,equests. express i
83134,tan spring smoke chiffon burlywood,Manufacturer#2,Brand#23,MEDIUM BRUSHED BRASS,20,WRAP CASE,1117.13,arefully careful accou
83135,cyan seashell yellow tomato grey,Manufacturer#1,Brand#12,STANDARD BURNISHED TIN,11,LG BOX,1118.13,ular acc
83136,plum metallic turquoise steel dodger,Manufacturer#3,Brand#32,SMALL BRUSHED TIN,7,WRAP PACK,1119.13,furiously. sentime
83137,orchid medium tomato lawn linen,Manufacturer#1,Brand#14,SMALL POLISHED TIN,21,JUMBO DRUM,1120.13,ugouts.
83138,sienna drab midnight beige blanched,Manufacturer#1,Brand#14,MEDIUM BRUSHED STEEL,13,JUMBO PACK,1121.13,al deposi
83139,honeydew gainsboro ivory dim green,Manufacturer#4,Brand#45,STANDARD PLATED COPPER,33,JUMBO CASE,1122.13," expres"
83140,ghost ivory gainsboro steel cornsilk,Manufacturer#4,Brand#44,PROMO BRUSHED NICKEL,20,WRAP CAN,1123.14,lithely even reque
83141,slate midnight sky snow rose,Manufacturer#2,Brand#25,MEDIUM BRUSHED COPPER,16,SM PACK,1124.14,its. blithe
83142,hot linen aquamarine dodger orchid,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,9,JUMBO JAR,1125.14,t blithely.
83143,honeydew orchid indian rosy peach,Manufacturer#3,Brand#34,LARGE BURNISHED NICKEL,50,LG PKG,1126.14,nusual pinto 
83144,dim navy olive lawn blush,Manufacturer#4,Brand#43,PROMO ANODIZED COPPER,31,JUMBO DRUM,1127.14,ndencies wake quick
83145,blue orange smoke purple mint,Manufacturer#4,Brand#41,MEDIUM POLISHED COPPER,29,SM BAG,1128.14,"alms. bold, bol"
83146,chocolate smoke sky lime floral,Manufacturer#3,Brand#33,MEDIUM ANODIZED BRASS,41,JUMBO JAR,1129.14,refully even 
83147,saddle tan blush spring tomato,Manufacturer#3,Brand#33,ECONOMY BRUSHED NICKEL,21,MED PACK,1130.14,sits wake q
83148,ghost blue gainsboro chocolate pale,Manufacturer#4,Brand#41,PROMO PLATED BRASS,43,LG CASE,1131.14,s haggle carefully! a
83149,pale mint cornsilk azure purple,Manufacturer#5,Brand#53,LARGE POLISHED BRASS,1,WRAP PKG,1132.14,tealthily pending id
83150,light yellow dodger grey red,Manufacturer#3,Brand#35,PROMO POLISHED NICKEL,6,WRAP BAG,1133.15,ymptotes
83151,ivory orange mint gainsboro lavender,Manufacturer#3,Brand#35,STANDARD BURNISHED TIN,50,SM JAR,1134.15,furiousl
83152,snow chocolate yellow orange drab,Manufacturer#1,Brand#12,MEDIUM BRUSHED TIN,50,JUMBO DRUM,1135.15,iously alongsi
83153,sienna dodger chiffon snow ivory,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,41,WRAP DRUM,1136.15," express accounts agai"
83154,gainsboro lavender chocolate seashell rosy,Manufacturer#5,Brand#52,STANDARD POLISHED TIN,26,SM JAR,1137.15,ctions wake.
83155,rose antique medium coral white,Manufacturer#5,Brand#55,SMALL ANODIZED COPPER,27,MED DRUM,1138.15,endencies. care
83156,brown indian papaya pink orchid,Manufacturer#2,Brand#22,PROMO ANODIZED BRASS,47,MED BOX,1139.15,fluffily regular 
83157,coral azure black dodger red,Manufacturer#2,Brand#23,LARGE BURNISHED NICKEL,11,MED DRUM,1140.15,regular dep
83158,spring pale black tan peru,Manufacturer#2,Brand#23,PROMO BURNISHED NICKEL,8,SM BOX,1141.15,! foxes hag
83159,goldenrod red slate royal blush,Manufacturer#5,Brand#55,LARGE PLATED STEEL,49,WRAP DRUM,1142.15,nto bean
83160,plum salmon red dodger blanched,Manufacturer#3,Brand#31,MEDIUM PLATED COPPER,25,MED PACK,1143.16," bold requests a"
83161,brown firebrick rosy chartreuse snow,Manufacturer#3,Brand#31,MEDIUM BURNISHED BRASS,26,WRAP PKG,1144.16,lithely ironic depo
83162,royal bisque magenta yellow blanched,Manufacturer#1,Brand#12,STANDARD POLISHED COPPER,50,JUMBO BOX,1145.16,rding to the carefull
83163,lavender burlywood floral olive chartreuse,Manufacturer#5,Brand#55,ECONOMY ANODIZED COPPER,50,MED BOX,1146.16,d pinto beans na
83164,hot lavender dark floral brown,Manufacturer#4,Brand#45,SMALL BURNISHED STEEL,32,SM BAG,1147.16," cajole "
83165,yellow chartreuse tomato turquoise ghost,Manufacturer#1,Brand#13,PROMO BURNISHED BRASS,4,SM JAR,1148.16,the regular attainme
83166,dim grey royal deep cornsilk,Manufacturer#2,Brand#21,ECONOMY BURNISHED COPPER,30,JUMBO PACK,1149.16,its play fluffily b
83167,dim cream rose drab antique,Manufacturer#4,Brand#43,ECONOMY PLATED STEEL,19,JUMBO PACK,1150.16,y unu
83168,slate peach steel floral goldenrod,Manufacturer#2,Brand#22,STANDARD BURNISHED COPPER,39,WRAP PACK,1151.16,l plat
83169,plum lavender papaya orange khaki,Manufacturer#4,Brand#45,SMALL POLISHED TIN,29,WRAP BOX,1152.16,final dependencies. sp
83170,lace dim cream deep bisque,Manufacturer#4,Brand#41,ECONOMY ANODIZED NICKEL,23,WRAP PACK,1153.17," silently unusual"
83171,turquoise maroon deep royal dodger,Manufacturer#2,Brand#23,ECONOMY BRUSHED COPPER,13,LG BOX,1154.17,oost 
83172,wheat lemon metallic dodger forest,Manufacturer#4,Brand#45,STANDARD BURNISHED TIN,23,WRAP DRUM,1155.17,"ic, regular"
83173,goldenrod light saddle pale ghost,Manufacturer#4,Brand#45,MEDIUM BRUSHED STEEL,10,JUMBO CASE,1156.17," the fluffily"
83174,ivory light powder steel honeydew,Manufacturer#2,Brand#25,MEDIUM BURNISHED BRASS,11,MED BOX,1157.17," use quickly. instruct"
