L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
5220580805,90777461,777462,4,35.00,53687.55,0.06,0.08,"N","O","1996-06-03","1996-08-11","1996-06-18","NONE","RAIL","te. regular, regular platelets h"
5220540516,58994801,8994802,2,11.00,20821.46,0.03,0.04,"N","O","1996-06-03","1996-04-24","1996-06-24","DELIVER IN PERSON","TRUCK"," after the carefully pending p"
5220731809,30634287,5634294,2,38.00,46350.50,0.04,0.02,"N","O","1996-06-03","1996-06-25","1996-06-15","DELIVER IN PERSON","TRUCK","r deposits wake carefully quickly iron"
5220586983,28008759,5508766,1,29.00,48324.15,0.02,0.04,"N","O","1996-06-03","1996-07-19","1996-06-09","NONE","AIR","lithely unusual"
5220657088,26219510,6219511,2,23.00,32848.60,0.10,0.03,"N","O","1996-06-03","1996-04-21","1996-06-27","DELIVER IN PERSON","MAIL","ross the even asymptotes h"
5220954144,159252046,1752062,1,14.00,13861.12,0.01,0.06,"N","O","1996-06-03","1996-06-06","1996-06-08","NONE","MAIL","en ideas sleep furiously blithely regu"
5220994983,84098477,9098494,2,25.00,36781.75,0.05,0.04,"N","O","1996-06-03","1996-06-25","1996-06-10","NONE","REG AIR","silent instructions. carefully express pin"
5220920134,89952841,4952858,2,23.00,43455.05,0.02,0.02,"N","O","1996-06-03","1996-07-15","1996-07-02","TAKE BACK RETURN","RAIL","le about the even accoun"
5563924614,117824624,2824647,2,38.00,58623.74,0.03,0.00,"N","O","1996-06-03","1996-05-14","1996-06-21","COLLECT COD","FOB"," even instructions. notornis"
5563587749,65943798,943811,1,18.00,33093.00,0.10,0.07,"N","O","1996-06-03","1996-07-07","1996-06-20","DELIVER IN PERSON","MAIL","y regular requests nag theodolites. accou"
5220738855,147204045,4704088,5,48.00,54801.12,0.04,0.07,"N","O","1996-06-03","1996-04-17","1996-06-16","TAKE BACK RETURN","SHIP","sits are after the platelets. eve"
5220823490,54481070,1981086,5,6.00,6290.10,0.09,0.04,"N","O","1996-06-03","1996-06-19","1996-07-02","NONE","AIR","posits. carefully regular sheaves s"
5221006819,133997148,3997149,3,6.00,7430.70,0.02,0.01,"N","O","1996-06-03","1996-05-27","1996-06-08","NONE","REG AIR","e furiously about the slyly pending accou"
5221044291,124000380,4000381,1,39.00,57493.41,0.02,0.07,"N","O","1996-06-03","1996-05-13","1996-06-27","TAKE BACK RETURN","FOB","ackages. ironic attainments "
5220847077,83425340,925365,1,40.00,50446.80,0.04,0.00,"N","O","1996-06-03","1996-06-24","1996-06-11","NONE","RAIL"," furiously doggedly regula"
5220952832,100562084,5562105,1,1.00,1141.06,0.03,0.02,"N","O","1996-06-03","1996-06-03","1996-06-16","NONE","TRUCK","ymptotes haggle about the fluffily ironic a"
5220778498,89468593,4468610,5,3.00,4671.36,0.05,0.04,"N","O","1996-06-03","1996-06-02","1996-06-20","NONE","MAIL","ithely bold tithes-- deposi"
5221907812,31206645,1206646,4,13.00,20151.04,0.00,0.07,"N","O","1996-06-03","1996-07-04","1996-06-07","DELIVER IN PERSON","SHIP","ole quickly across the even, regular pack"
5220748323,37391233,4891243,1,42.00,55539.54,0.08,0.01,"N","O","1996-06-03","1996-07-23","1996-07-03","COLLECT COD","AIR","ial foxes. enticing, express asymptotes"
5220799585,184229289,6729308,6,44.00,53199.08,0.07,0.00,"N","O","1996-06-03","1996-04-10","1996-06-07","COLLECT COD","RAIL","inst the depths. ironically"
5220986598,89098105,6598130,6,30.00,32959.50,0.07,0.00,"N","O","1996-06-03","1996-06-09","1996-06-24","DELIVER IN PERSON","SHIP"," packages. carefull"
5221936999,5514366,8014367,2,3.00,4140.27,0.06,0.02,"N","O","1996-06-03","1996-06-30","1996-06-11","NONE","SHIP","ithely silent accounts among the sly"
5220822881,85452691,7952700,3,21.00,34427.82,0.02,0.00,"N","O","1996-06-03","1996-05-31","1996-06-21","NONE","SHIP","s. slyly silent "
5220557635,141022062,1022063,3,44.00,42988.44,0.05,0.00,"N","O","1996-06-03","1996-05-14","1996-07-03","COLLECT COD","SHIP","es lose permanently aroun"
5220692964,55722291,8222297,4,33.00,43246.83,0.07,0.01,"N","O","1996-06-03","1996-05-12","1996-06-08","NONE","SHIP","ts after the carefully ironic pinto beans "
5220963588,178865521,3865556,5,24.00,35461.92,0.10,0.08,"N","O","1996-06-03","1996-05-03","1996-06-28","NONE","TRUCK"," carefully unusual requests. ironic accoun"
5220840993,100757616,8257647,3,46.00,76754.68,0.07,0.08,"N","O","1996-06-03","1996-06-20","1996-06-08","DELIVER IN PERSON","REG AIR",". quickly special deposits wake care"
5220967905,69823225,4823238,3,13.00,14881.49,0.01,0.03,"N","O","1996-06-03","1996-04-19","1996-07-02","TAKE BACK RETURN","REG AIR","uriously bold dependencies slee"
5220591878,193225279,8225318,5,29.00,34643.69,0.10,0.02,"N","O","1996-06-03","1996-07-04","1996-06-07","NONE","RAIL"," blithely regular grouches hag"
5221741477,3087010,8087011,4,27.00,26915.22,0.01,0.08,"N","O","1996-06-03","1996-07-22","1996-06-04","DELIVER IN PERSON","FOB","ual instructions. idea"
5221734308,178275925,5775977,3,46.00,87032.46,0.00,0.06,"N","O","1996-06-03","1996-06-25","1996-06-09","NONE","AIR","nts. final deposits are after "
5220569731,165281206,5281207,3,25.00,29473.50,0.03,0.01,"N","O","1996-06-03","1996-08-21","1996-06-09","TAKE BACK RETURN","MAIL","ticing req"
5220746980,114309372,9309395,6,46.00,63280.36,0.00,0.06,"N","O","1996-06-03","1996-06-29","1996-06-19","TAKE BACK RETURN","AIR","ckages. regular"
5220722787,45935650,8435655,2,1.00,1683.36,0.07,0.04,"N","O","1996-06-03","1996-05-16","1996-06-15","TAKE BACK RETURN","RAIL",". slyly bold asymptotes are"
5220718311,112677449,177483,2,37.00,52569.97,0.03,0.03,"N","O","1996-06-03","1996-07-28","1996-06-12","TAKE BACK RETURN","MAIL","lly pending ideas. blithely unus"
5220617383,10065390,65391,1,25.00,33872.25,0.10,0.08,"N","O","1996-06-03","1996-06-15","1996-06-13","COLLECT COD","RAIL","excuses solve furiously ag"
5220811815,190459897,7959955,3,41.00,75742.17,0.08,0.05,"N","O","1996-06-03","1996-05-22","1996-06-28","COLLECT COD","MAIL","usly final"
5220968064,917387,5917388,3,36.00,50556.24,0.10,0.02,"N","O","1996-06-03","1996-06-17","1996-06-07","NONE","AIR"," the quickly ironic theodolites. ca"
5220798116,114775578,9775601,6,31.00,51083.04,0.06,0.07,"N","O","1996-06-03","1996-08-06","1996-06-30","COLLECT COD","REG AIR","final packages are above the bold att"
5220769696,1944254,4444255,3,42.00,54522.72,0.01,0.06,"N","O","1996-06-03","1996-04-24","1996-06-08","COLLECT COD","SHIP","ual courts poac"
5220578372,53691670,3691671,1,1.00,1658.99,0.07,0.02,"N","O","1996-06-03","1996-04-08","1996-06-06","TAKE BACK RETURN","SHIP"," excuses. quickly unusual for"
5220714563,56900744,4400760,3,2.00,3483.80,0.04,0.04,"N","O","1996-06-03","1996-07-15","1996-06-17","TAKE BACK RETURN","FOB","furiously? requests aga"
5220639874,146313307,6313308,6,16.00,21007.84,0.07,0.04,"N","O","1996-06-03","1996-04-23","1996-07-03","COLLECT COD","SHIP","al deposits sleep idly."
5220533862,149053045,6553088,4,29.00,28727.11,0.08,0.00,"N","O","1996-06-03","1996-05-14","1996-06-20","COLLECT COD","RAIL","of the fluffily ironic deposits"
5220555330,712994,5712995,6,24.00,48167.04,0.00,0.07,"N","O","1996-06-03","1996-04-11","1996-06-25","NONE","RAIL","cording to the pac"
5221006311,15453601,7953603,1,21.00,32630.43,0.05,0.00,"N","O","1996-06-03","1996-05-24","1996-06-07","COLLECT COD","REG AIR","ove the qui"
5220811841,113744989,6245001,4,35.00,70990.50,0.09,0.02,"N","O","1996-06-03","1996-05-09","1996-06-28","DELIVER IN PERSON","SHIP","ts nag. quickly ironic instr"
5220735872,184528947,2029002,1,23.00,45234.56,0.08,0.08,"N","O","1996-06-03","1996-04-29","1996-06-23","DELIVER IN PERSON","RAIL"," furiously express pack"
5220843072,180327290,327291,1,34.00,44481.52,0.05,0.05,"N","O","1996-06-03","1996-05-21","1996-06-05","COLLECT COD","TRUCK","ronic sentiments. carefully ruthless foxes"
5220884260,190394997,394998,4,27.00,56226.96,0.00,0.07,"N","O","1996-06-03","1996-05-31","1996-06-09","NONE","REG AIR","nt deposits shall are amon"
5220558177,174202778,1702830,1,33.00,61778.31,0.08,0.02,"N","O","1996-06-03","1996-04-29","1996-06-06","NONE","FOB","nding ideas kindle about the bl"
5220853732,179661483,7161535,3,5.00,7177.50,0.03,0.07,"N","O","1996-06-03","1996-08-07","1996-06-25","DELIVER IN PERSON","MAIL"," regular requests"
5221033863,72007513,2007514,5,39.00,55259.49,0.04,0.07,"N","O","1996-06-03","1996-06-24","1996-06-17","COLLECT COD","SHIP","c platelets. furiously"
5220601156,25170817,2670824,2,22.00,41504.32,0.02,0.03,"N","O","1996-06-03","1996-05-13","1996-06-26","COLLECT COD","MAIL","ly daring accounts! fluf"
5220864577,32130135,2130136,1,27.00,31415.31,0.06,0.06,"N","O","1996-06-03","1996-05-17","1996-06-20","TAKE BACK RETURN","RAIL","ironic dep"
5220562112,108223250,3223271,3,14.00,16349.76,0.01,0.05,"N","O","1996-06-03","1996-04-18","1996-06-24","TAKE BACK RETURN","REG AIR","uriously. f"
5220973799,71264052,3764060,3,40.00,40499.60,0.02,0.00,"N","O","1996-06-03","1996-05-04","1996-06-12","DELIVER IN PERSON","MAIL","ironic packages at t"
5220992578,108568654,6068685,3,29.00,49799.67,0.05,0.07,"N","O","1996-06-03","1996-04-21","1996-06-11","NONE","MAIL","ironic accounts. blithely even courts"
5220621632,135404337,5404338,6,5.00,7172.85,0.00,0.02,"N","O","1996-06-03","1996-03-21","1996-06-28","DELIVER IN PERSON","TRUCK","ges among the carefully special accounts ca"
5221757094,162950409,5450426,2,50.00,72563.00,0.01,0.08,"N","O","1996-06-03","1996-06-20","1996-06-26","DELIVER IN PERSON","REG AIR","c deposits sleep blithe"
5220684962,2945918,7945919,4,46.00,90333.42,0.01,0.02,"N","O","1996-06-03","1996-03-27","1996-06-28","TAKE BACK RETURN","TRUCK","al, final accounts haggle "
5220817346,165276700,5276701,4,32.00,53390.08,0.03,0.03,"N","O","1996-06-03","1996-05-22","1996-06-21","COLLECT COD","TRUCK","quests. furiously quick theod"
5220882529,37414804,7414805,1,45.00,77261.85,0.06,0.04,"N","O","1996-06-03","1996-06-09","1996-06-15","TAKE BACK RETURN","TRUCK","es. bold accounts a"
5220544293,58218441,5718457,4,24.00,32556.72,0.02,0.01,"N","O","1996-06-03","1996-06-20","1996-06-10","TAKE BACK RETURN","TRUCK","final packages. regular acc"
5220850113,181287981,1287982,1,4.00,7839.68,0.00,0.08,"N","O","1996-06-03","1996-06-17","1996-06-05","TAKE BACK RETURN","REG AIR","n dependenci"
5221002695,45399378,2899391,2,8.00,11800.88,0.01,0.06,"N","O","1996-06-03","1996-06-23","1996-06-26","COLLECT COD","TRUCK"," about the exp"
5220936512,38659432,1159436,2,6.00,8337.00,0.04,0.03,"N","O","1996-06-03","1996-04-25","1996-06-12","COLLECT COD","SHIP","eans against the blithely unusua"
5220984673,158652748,3652779,1,50.00,84640.50,0.10,0.06,"N","O","1996-06-03","1996-07-17","1996-06-07","DELIVER IN PERSON","AIR","ar deposits. "
5221045121,1953709,4453710,2,15.00,26439.15,0.01,0.02,"N","O","1996-06-03","1996-07-11","1996-06-22","NONE","MAIL","arthogs cajol"
5220854500,122363167,9863204,1,28.00,34273.40,0.10,0.00,"N","O","1996-06-03","1996-04-22","1996-06-11","TAKE BACK RETURN","RAIL","e accounts are slyly spec"
5220608928,10343646,343647,2,30.00,50673.90,0.06,0.03,"N","O","1996-06-03","1996-04-03","1996-06-09","DELIVER IN PERSON","MAIL","ecoys according to the "
5220952390,94313102,6813112,5,4.00,4441.56,0.00,0.03,"N","O","1996-06-03","1996-08-31","1996-06-16","TAKE BACK RETURN","MAIL","riously final as"
5220837701,1220990,8720991,2,50.00,95546.50,0.04,0.07,"N","O","1996-06-03","1996-07-31","1996-06-09","NONE","AIR","egrate care"
5220811809,63978758,1478777,2,41.00,75175.96,0.10,0.04,"N","O","1996-06-03","1996-03-25","1996-06-16","COLLECT COD","FOB","usual, even asymptotes cajole furiously "
5220570502,195089891,7589911,1,25.00,46778.50,0.10,0.00,"N","O","1996-06-03","1996-05-04","1996-06-16","NONE","FOB","haggle slyly alon"
5220726209,192135735,7135774,2,14.00,24655.82,0.02,0.05,"N","O","1996-06-03","1996-07-17","1996-06-24","COLLECT COD","RAIL","ash. packages cajo"
5220542912,55234896,234907,5,25.00,45703.25,0.05,0.04,"N","O","1996-06-03","1996-04-29","1996-06-12","COLLECT COD","RAIL","eans run fluf"
5220939175,139802863,2302877,4,27.00,52889.76,0.05,0.03,"N","O","1996-06-03","1996-04-26","1996-06-28","DELIVER IN PERSON","SHIP","se among the"
5220843622,120532428,5532453,2,26.00,37814.40,0.05,0.02,"N","O","1996-06-03","1996-05-06","1996-06-26","COLLECT COD","REG AIR","erns cajole fur"
5220727460,30523023,3023027,3,46.00,48047.00,0.04,0.07,"N","O","1996-06-03","1996-06-20","1996-06-11","COLLECT COD","TRUCK","ions. packag"
5220965188,12660875,160879,3,10.00,18352.40,0.09,0.08,"N","O","1996-06-03","1996-08-28","1996-06-26","NONE","TRUCK","d according to the regular, dogged package"
5220708646,36105625,3605635,3,39.00,63523.98,0.05,0.02,"N","O","1996-06-03","1996-03-23","1996-06-16","TAKE BACK RETURN","REG AIR","ter the express foxes haggle fluffily"
5220696551,4569707,7069708,3,22.00,39082.56,0.07,0.04,"N","O","1996-06-03","1996-06-19","1996-06-20","NONE","RAIL","ent dolphins boost furio"
5220984129,45781267,8281272,1,1.00,1345.98,0.01,0.03,"N","O","1996-06-03","1996-05-26","1996-07-03","DELIVER IN PERSON","REG AIR","gifts was even, "
5221017728,12057817,9557821,2,38.00,67419.98,0.05,0.04,"N","O","1996-06-03","1996-05-13","1996-06-27","DELIVER IN PERSON","REG AIR","packages hagg"
5220621632,157090167,4590213,3,29.00,33329.99,0.06,0.08,"N","O","1996-06-03","1996-03-26","1996-06-05","DELIVER IN PERSON","MAIL","carefully unusual requests. blithely "
5220608291,116260150,1260173,1,2.00,2208.68,0.05,0.03,"N","O","1996-06-03","1996-06-08","1996-06-28","TAKE BACK RETURN","FOB","ests. fluffily unusu"
5220860993,163695890,1195939,1,37.00,69475.27,0.00,0.00,"N","O","1996-06-03","1996-04-19","1996-06-27","TAKE BACK RETURN","RAIL","ly regular instru"
5220720898,138454807,3454834,1,27.00,47381.76,0.05,0.07,"N","O","1996-06-03","1996-04-16","1996-06-12","DELIVER IN PERSON","MAIL","y ironic p"
5221040481,65368623,368636,6,1.00,1688.36,0.01,0.05,"N","O","1996-06-03","1996-05-26","1996-06-29","COLLECT COD","MAIL"," pending pinto b"
5220742598,190780342,8280400,2,14.00,19779.34,0.05,0.07,"N","O","1996-06-03","1996-06-25","1996-06-25","DELIVER IN PERSON","FOB","as wake alongsid"
5220982180,30786541,786542,4,15.00,24390.15,0.04,0.08,"N","O","1996-06-03","1996-04-30","1996-06-26","NONE","AIR","ully special deposits? qui"
5220894341,136843507,6843508,2,49.00,70739.34,0.06,0.06,"N","O","1996-06-03","1996-06-02","1996-06-15","NONE","SHIP","lly. pending, ironic ideas integr"
5220664518,96802856,9302866,2,1.00,1954.02,0.10,0.02,"N","O","1996-06-03","1996-06-28","1996-06-23","COLLECT COD","REG AIR","rs. unusual, bold pinto beans "
5221823075,1324361,1324362,3,23.00,31861.90,0.03,0.03,"N","O","1996-06-03","1996-05-08","1996-06-07","TAKE BACK RETURN","RAIL","equests cajole. carefully"
5221681764,96087414,1087433,4,37.00,51674.57,0.04,0.02,"N","O","1996-06-03","1996-08-20","1996-06-17","DELIVER IN PERSON","RAIL","tealthily alongside"
5221477893,81882686,4382695,4,49.00,81564.91,0.09,0.06,"N","O","1996-06-03","1996-08-06","1996-06-28","DELIVER IN PERSON","SHIP","e furiously furio"
5220823077,150941126,8441172,2,47.00,54500.26,0.01,0.02,"N","O","1996-06-03","1996-07-16","1996-06-29","NONE","REG AIR","furiously permanent requ"
5220788865,45614036,614045,1,16.00,15164.00,0.05,0.03,"N","O","1996-06-03","1996-07-09","1996-06-17","TAKE BACK RETURN","RAIL","fluffily! pending ideas abov"
5221162145,51641332,1641333,3,39.00,49559.25,0.06,0.08,"N","O","1996-06-03","1996-03-28","1996-06-19","COLLECT COD","MAIL","s haggle special packages. "
5221228387,198090101,3090140,3,41.00,44329.20,0.03,0.02,"N","O","1996-06-03","1996-04-25","1996-06-04","DELIVER IN PERSON","FOB","gside of the final, express br"
5221472037,123402501,8402526,7,10.00,15973.40,0.10,0.07,"N","O","1996-06-03","1996-04-09","1996-06-19","TAKE BACK RETURN","SHIP","gle against the slyly bo"
5221081701,190121673,121674,1,9.00,15166.53,0.02,0.04,"N","O","1996-06-03","1996-05-09","1996-06-07","NONE","REG AIR","ular deposits haggle carefully "
5220614630,2939584,5439585,2,49.00,79548.56,0.02,0.01,"N","O","1996-06-03","1996-07-26","1996-06-21","DELIVER IN PERSON","RAIL",". express deposits cajole against the f"
5221391011,88360235,860244,3,4.00,5163.28,0.07,0.06,"N","O","1996-06-03","1996-05-06","1996-06-30","DELIVER IN PERSON","REG AIR","ular pinto beans. braids wake"
5221191425,152517609,17655,1,10.00,16189.80,0.04,0.04,"N","O","1996-06-03","1996-07-16","1996-06-29","TAKE BACK RETURN","AIR","ges. quickly regular multipli"
5221259904,57630113,7630114,5,42.00,43689.66,0.02,0.00,"N","O","1996-06-03","1996-07-09","1996-06-27","COLLECT COD","RAIL","blate quickly above the carefully "
2151077701,18054892,3054895,2,4.00,7383.96,0.03,0.05,"N","O","1996-06-03","1996-08-15","1996-07-01","DELIVER IN PERSON","REG AIR","onic platelets. bold, pending "
5221169186,103244536,5744547,1,24.00,35408.88,0.10,0.05,"N","O","1996-06-03","1996-04-16","1996-06-27","TAKE BACK RETURN","REG AIR","ut the carefully e"
5221516704,157024790,9524806,3,42.00,71691.48,0.01,0.00,"N","O","1996-06-03","1996-06-01","1996-07-01","NONE","FOB",". special theod"
5221091297,76593900,9093908,2,39.00,77613.12,0.09,0.02,"N","O","1996-06-03","1996-05-15","1996-07-02","DELIVER IN PERSON","RAIL","forges. dependencies after the quickly r"
5221321442,61964333,1964334,1,4.00,5576.96,0.10,0.08,"N","O","1996-06-03","1996-04-01","1996-06-06","TAKE BACK RETURN","MAIL","ter the quickly regular pinto beans. re"
5221173572,49693547,7193560,2,40.00,61522.40,0.08,0.00,"N","O","1996-06-03","1996-04-24","1996-06-21","TAKE BACK RETURN","AIR"," deposits solve against the even ac"
5221193280,61837685,6837698,6,16.00,25913.44,0.09,0.07,"N","O","1996-06-03","1996-06-20","1996-06-09","TAKE BACK RETURN","SHIP","ely blithely regula"
5221415044,174638316,2138368,6,16.00,19929.28,0.09,0.00,"N","O","1996-06-03","1996-05-29","1996-06-08","TAKE BACK RETURN","MAIL","es after the even account"
5221045607,197936831,436851,4,28.00,52022.32,0.07,0.06,"N","O","1996-06-03","1996-04-05","1996-06-23","DELIVER IN PERSON","FOB","ckages dazzl"
5220917026,1857385,4357386,1,3.00,4026.87,0.03,0.03,"N","O","1996-06-03","1996-04-19","1996-06-15","TAKE BACK RETURN","MAIL"," wake according to t"
5221405127,31396691,1396692,5,11.00,19647.43,0.06,0.08,"N","O","1996-06-03","1996-06-10","1996-06-25","DELIVER IN PERSON","MAIL","ely around the blithely final multip"
5221344868,165819300,8319317,4,11.00,13321.11,0.08,0.06,"N","O","1996-06-03","1996-04-23","1996-06-26","COLLECT COD","FOB"," nag quickly. bold requests"
5221330627,45776063,776072,2,41.00,46607.98,0.10,0.00,"N","O","1996-06-03","1996-04-13","1996-06-27","TAKE BACK RETURN","SHIP","ully even ideas use quickly"
5221075457,32210569,4710573,3,47.00,69463.65,0.02,0.06,"N","O","1996-06-03","1996-03-27","1996-06-19","COLLECT COD","FOB","lly even requests. quickly unusual accoun"
5221294180,142073496,4573511,3,4.00,5849.56,0.00,0.08,"N","O","1996-06-03","1996-05-26","1996-06-29","COLLECT COD","AIR","nic platelets. slyly bold fo"
5221481249,146859916,6859917,1,45.00,84085.65,0.09,0.00,"N","O","1996-06-03","1996-05-16","1996-06-17","NONE","MAIL","snooze care"
5221159907,18245953,8245954,3,9.00,17082.36,0.01,0.08,"N","O","1996-06-03","1996-05-09","1996-06-06","DELIVER IN PERSON","SHIP"," deposits are slyly even, regular packag"
5221132837,104577958,9577979,2,20.00,40614.60,0.01,0.02,"N","O","1996-06-03","1996-07-23","1996-06-08","COLLECT COD","SHIP","y sly foxes. furiously eve"
5221187015,195764578,3264636,4,25.00,40819.75,0.08,0.00,"N","O","1996-06-03","1996-07-17","1996-06-11","NONE","MAIL","g to the slyly silent accounts. fi"
5221123746,25957274,957279,4,1.00,1329.98,0.10,0.07,"N","O","1996-06-03","1996-05-23","1996-07-02","NONE","SHIP","s boost even "
5221235361,91816450,4316460,2,26.00,35408.36,0.10,0.03,"N","O","1996-06-03","1996-06-16","1996-06-26","NONE","AIR","s engage doggedly acco"
5221557249,126262444,1262469,2,33.00,46204.29,0.04,0.00,"N","O","1996-06-03","1996-05-18","1996-06-13","COLLECT COD","RAIL","ve the unusual deposits. slyly even d"
5221506560,84792604,4792605,1,30.00,50771.10,0.01,0.06,"N","O","1996-06-03","1996-06-27","1996-06-10","TAKE BACK RETURN","FOB","ct blithely reg"
5221239713,158539060,3539091,1,11.00,12002.54,0.09,0.01,"N","O","1996-06-03","1996-07-13","1996-06-20","TAKE BACK RETURN","MAIL","ole furiously until the final excuses; fur"
5221434375,42477738,2477739,4,42.00,71971.62,0.03,0.02,"N","O","1996-06-03","1996-07-29","1996-06-15","NONE","SHIP","egrate. final, s"
5221277825,39746586,4746593,1,45.00,73377.00,0.09,0.01,"N","O","1996-06-03","1996-07-30","1996-07-02","NONE","RAIL","s instructions s"
5221073350,119425,2619426,1,42.00,60665.64,0.03,0.04,"N","O","1996-06-03","1996-06-17","1996-06-09","DELIVER IN PERSON","TRUCK","ong the furiou"
5221481857,168929488,1429505,4,46.00,69415.84,0.06,0.06,"N","O","1996-06-03","1996-04-24","1996-06-23","DELIVER IN PERSON","FOB","ckly enticing frets about the fluffily even"
5221139811,38948138,8948139,5,29.00,34341.51,0.04,0.04,"N","O","1996-06-03","1996-06-12","1996-07-03","COLLECT COD","SHIP","attainments. slyly idle theodolites ki"
5221112546,119450301,4450324,3,40.00,49813.20,0.00,0.07,"N","O","1996-06-03","1996-05-31","1996-06-27","TAKE BACK RETURN","FOB","ironic packages. carefully quiet foxes"
5221443684,40355678,5355687,5,8.00,13853.28,0.10,0.08,"N","O","1996-06-03","1996-06-12","1996-06-17","COLLECT COD","REG AIR","ely final package"
5221251687,152029989,7030020,5,33.00,63075.54,0.03,0.05,"N","O","1996-06-03","1996-08-08","1996-06-07","DELIVER IN PERSON","SHIP","etect carefully regular instructions-- d"
5221140646,135474462,474489,3,39.00,55757.91,0.02,0.00,"N","O","1996-06-03","1996-08-10","1996-06-22","COLLECT COD","FOB","iers. fluffily "
5221446339,179453602,4453637,5,2.00,3093.26,0.04,0.04,"N","O","1996-06-03","1996-07-14","1996-06-24","COLLECT COD","RAIL","es haggle fluffil"
5221506146,109845007,7345038,2,26.00,24609.26,0.05,0.08,"N","O","1996-06-03","1996-06-29","1996-06-09","TAKE BACK RETURN","MAIL","refully regular dolphins. "
5221471654,125606617,5606618,1,46.00,69797.18,0.08,0.05,"N","O","1996-06-03","1996-07-19","1996-06-18","NONE","TRUCK","ing to the blithe"
5221508576,128777134,3777159,3,20.00,24094.00,0.01,0.07,"N","O","1996-06-03","1996-05-26","1996-06-29","DELIVER IN PERSON","REG AIR","ar pinto b"
5221176066,189063000,4063037,2,11.00,10489.05,0.01,0.04,"N","O","1996-06-03","1996-08-05","1996-07-01","COLLECT COD","REG AIR"," slyly after the slyly quick p"
5221363783,78788208,8788209,5,20.00,25845.40,0.08,0.08,"N","O","1996-06-03","1996-04-05","1996-06-11","DELIVER IN PERSON","MAIL","ress theodolites. exp"
5221411492,37159064,9659068,5,48.00,53818.08,0.09,0.06,"N","O","1996-06-03","1996-06-02","1996-06-11","COLLECT COD","AIR","iously. silent the"
5221305221,136841684,6841685,2,2.00,3237.68,0.08,0.01,"N","O","1996-06-03","1996-08-10","1996-06-27","NONE","MAIL","symptotes boost carefully pendi"
5221396133,157722389,222405,4,17.00,23859.50,0.01,0.04,"N","O","1996-06-03","1996-04-08","1996-06-21","TAKE BACK RETURN","REG AIR","final multipliers. quickly reg"
5221071393,77845890,345898,4,36.00,65952.00,0.07,0.03,"N","O","1996-06-03","1996-03-23","1996-06-17","NONE","RAIL","furiously ironic theo"
5221518053,43365643,5865648,4,47.00,80204.56,0.07,0.08,"N","O","1996-06-03","1996-08-25","1996-06-10","NONE","RAIL","foxes above the blithe"
5221327393,124199434,6699447,2,19.00,29017.37,0.03,0.03,"N","O","1996-06-03","1996-07-01","1996-06-27","NONE","MAIL","its. pending, express req"
5221228484,192410610,9910668,1,46.00,69505.54,0.09,0.07,"N","O","1996-06-03","1996-06-02","1996-06-12","NONE","AIR","dolites boost"
5221195012,88619377,3619394,6,10.00,12919.40,0.03,0.03,"N","O","1996-06-03","1996-07-14","1996-06-17","TAKE BACK RETURN","RAIL","ld accounts haggle fluffil"
5221341446,188229393,3229430,3,46.00,60397.08,0.06,0.06,"N","O","1996-06-03","1996-04-25","1996-06-20","NONE","TRUCK","ly unusual requests. carefully re"
5221373856,70153362,7653384,1,4.00,5647.44,0.04,0.01,"N","O","1996-06-03","1996-07-02","1996-07-01","NONE","TRUCK","ents lose. ironic f"
5221184804,100263155,7763186,3,14.00,15583.96,0.00,0.02,"N","O","1996-06-03","1996-06-24","1996-07-02","TAKE BACK RETURN","RAIL","regular sauternes. regular, regular pl"
5221416487,6757739,1757740,6,29.00,52095.60,0.08,0.08,"N","O","1996-06-03","1996-06-19","1996-06-25","TAKE BACK RETURN","TRUCK","ar request"
5221235584,64678023,2178042,1,32.00,31929.28,0.01,0.07,"N","O","1996-06-03","1996-03-25","1996-06-05","DELIVER IN PERSON","SHIP"," are blithely about"
5221357699,37359764,7359765,2,45.00,81985.50,0.09,0.03,"N","O","1996-06-03","1996-06-16","1996-06-07","TAKE BACK RETURN","RAIL"," accounts nod along the quickly pending "
5221100261,129592127,9592128,4,41.00,49718.65,0.02,0.05,"N","O","1996-06-03","1996-07-20","1996-06-27","NONE","TRUCK","ages haggl"
5221324417,5405650,405651,5,29.00,45106.02,0.01,0.07,"N","O","1996-06-03","1996-06-17","1996-06-09","DELIVER IN PERSON","RAIL","t the carefully special foxes. ironic"
5221090151,145322128,5322129,4,30.00,34285.80,0.10,0.04,"N","O","1996-06-03","1996-06-06","1996-06-11","TAKE BACK RETURN","RAIL","c instructions"
5221096229,185210053,210090,2,41.00,39105.39,0.03,0.01,"N","O","1996-06-03","1996-05-14","1996-06-25","DELIVER IN PERSON","RAIL","t the sometim"
5221352774,76763704,9263712,1,15.00,26458.05,0.07,0.06,"N","O","1996-06-03","1996-05-26","1996-06-24","NONE","RAIL","ructions. regular platelets wa"
5221325572,58412318,5912334,1,16.00,19638.24,0.03,0.02,"N","O","1996-06-03","1996-04-03","1996-06-22","TAKE BACK RETURN","FOB","thely ironic pla"
